chr	pos	N_20-N4	N_20-N2	N_20-N1	S_20-S1	S_20-S3	S_20-S4	S_20-S2
KN811557.1	210671	0.00	0.00	0.02	0.00	0.00	0.00	0.00
KN811557.1	210674	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN811557.1	210688	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811557.1	210699	0.00	0.02	1.00	0.00	0.00	0.00	0.00
KN811557.1	210901	0.00	0.00	0.00	0.00	0.15	0.00	0.00
KN811557.1	210905	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811557.1	210911	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811557.1	210913	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811557.1	210918	0.09	0.00	0.00	0.14	0.00	0.00	0.44
KN811557.1	391256	0.01	0.16	0.02	0.53	0.23	0.12	0.00
KN811557.1	391287	0.01	0.00	0.02	0.55	0.20	0.06	0.03
KN811557.1	391467	0.25	0.33	0.00	0.81	0.48	0.23	0.00
KN811557.1	391679	0.13	0.35	0.00	0.13	0.00	0.00	0.00
KN811557.1	391745	0.00	0.00	0.99	0.00	0.00	0.11	0.00
KN811557.1	391764	0.00	0.21	0.00	0.00	0.00	0.00	0.00
KN811557.1	391782	0.13	0.00	0.00	0.00	0.01	0.00	0.00
KN811557.1	391844	0.00	0.09	0.00	0.00	0.00	0.00	0.00
KN811557.1	391846	0.00	0.00	0.00	0.00	0.03	0.00	0.00
KN811557.1	391848	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811557.1	391858	0.00	0.00	0.00	0.00	0.00	0.05	0.00
KN811557.1	391873	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN811557.1	411006	0.00	0.14	0.00	0.00	0.00	0.00	0.00
KN811557.1	411023	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811557.1	411026	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811557.1	411036	0.12	0.19	0.50	0.02	0.21	0.00	0.00
KN811557.1	411131	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811557.1	411245	0.00	0.00	0.00	0.00	0.07	0.00	0.00
KN811557.1	411280	0.00	0.00	0.00	0.19	0.00	0.00	0.00
KN811557.1	411290	0.03	0.00	0.00	0.00	0.00	0.08	0.00
KN811557.1	483753	0.00	0.00	0.00	0.00	0.66	0.00	0.00
KN811557.1	483758	0.00	0.00	0.00	0.00	0.64	0.00	0.00
KN811557.1	483767	0.00	0.00	0.00	0.97	0.66	0.15	0.00
KN811557.1	483782	1.00	0.00	0.00	0.00	0.00	0.00	0.01
KN811557.1	483784	0.00	0.00	0.00	0.00	0.00	0.15	0.00
KN811557.1	483824	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811557.1	483847	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811557.1	517442	0.00	0.30	0.99	0.00	0.01	0.26	0.00
KN811557.1	517450	0.00	0.51	0.98	0.44	0.00	0.57	0.00
KN811557.1	563981	0.00	0.08	0.00	0.00	0.00	0.00	0.00
KN811557.1	563986	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811557.1	564001	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811557.1	564010	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811557.1	564013	0.00	0.01	0.00	0.00	0.00	0.08	0.00
KN811557.1	564022	0.08	0.01	0.00	0.00	0.00	0.00	0.00
KN811557.1	564247	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811557.1	564251	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811557.1	564272	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811557.1	564285	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811557.1	564333	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN811557.1	564341	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811557.1	564356	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811557.1	564365	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811557.1	564395	0.01	0.00	0.00	0.00	0.11	0.00	0.00
KN811557.1	564401	0.12	0.00	0.00	0.00	0.00	0.00	0.00
KN811557.1	564404	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811557.1	564407	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN811557.1	564434	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811557.1	564450	0.00	0.00	0.00	0.00	0.12	0.00	0.00
KN811557.1	689265	0.07	0.17	0.00	0.23	0.25	0.47	0.39
KN811557.1	797547	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811557.1	797550	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811557.1	797707	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811557.1	797743	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811557.1	853364	0.00	0.00	0.00	0.00	0.38	0.00	0.00
KN811557.1	894450	0.01	0.00	0.09	0.01	0.00	0.00	0.00
KN811558.1	14344	0.00	0.00	0.00	0.00	0.00	0.23	0.00
KN811558.1	14362	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	14372	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	14375	0.00	0.00	0.00	0.00	0.15	0.00	0.00
KN811558.1	14379	0.00	0.01	0.00	0.00	0.00	0.01	0.00
KN811558.1	14381	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN811558.1	14386	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	14392	0.00	0.00	0.00	0.00	0.10	0.00	0.00
KN811558.1	14427	0.00	0.08	0.00	0.00	0.00	0.00	0.00
KN811558.1	14440	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	14442	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	27156	0.91	0.08	0.97	0.91	0.74	0.47	0.00
KN811558.1	68158	0.61	0.76	0.76	0.74	0.75	0.73	0.37
KN811558.1	68190	0.78	0.69	0.90	0.77	0.74	0.77	0.47
KN811558.1	69703	0.00	0.00	0.00	0.21	0.00	0.00	0.00
KN811558.1	69718	0.00	0.54	0.00	0.19	0.44	0.00	1.00
KN811558.1	114743	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	114752	0.00	0.00	0.00	0.28	0.00	0.00	0.00
KN811558.1	114766	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	114776	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN811558.1	114827	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	114847	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	231471	1.00	0.94	1.00	0.99	0.99	0.99	1.00
KN811558.1	231502	1.00	0.94	0.02	0.95	1.00	0.91	0.99
KN811558.1	249098	0.53	1.00	1.00	0.92	1.00	0.99	1.00
KN811558.1	249135	1.00	1.00	1.00	1.00	0.40	1.00	1.00
KN811558.1	249138	1.00	1.00	1.00	0.92	1.00	1.00	0.98
KN811558.1	249151	1.00	1.00	1.00	0.38	1.00	1.00	0.00
KN811558.1	249181	1.00	0.00	1.00	1.00	1.00	0.71	0.00
KN811558.1	281979	0.08	0.11	0.85	0.02	0.03	0.20	0.02
KN811558.1	282068	0.01	0.03	0.00	0.00	0.21	0.00	0.05
KN811558.1	293937	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	293950	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	293956	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	293959	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	293972	0.00	0.08	0.00	0.00	0.00	0.00	1.00
KN811558.1	293977	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	293981	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN811558.1	293993	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN811558.1	293995	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	294005	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN811558.1	316368	0.67	0.90	0.88	0.74	0.74	0.66	0.65
KN811558.1	316374	0.85	0.93	0.70	0.91	0.86	0.91	0.54
KN811558.1	316990	1.00	0.22	0.96	0.87	1.00	0.91	1.00
KN811558.1	316995	0.74	0.97	0.99	0.77	0.93	0.47	0.91
KN811558.1	317021	0.99	0.66	0.09	0.88	0.99	0.69	0.71
KN811558.1	357905	0.00	0.10	0.00	0.16	0.00	0.00	0.00
KN811558.1	357910	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	357911	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	357913	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	357914	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	357917	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	357918	0.15	0.00	0.00	0.00	0.00	0.00	0.01
KN811558.1	357926	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	357927	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	357941	0.09	0.00	0.00	0.00	0.00	0.21	0.00
KN811558.1	357942	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	357961	0.00	0.00	0.00	0.27	0.13	0.00	0.01
KN811558.1	371462	1.00	1.00	1.00	1.00	1.00	1.00	1.00
KN811558.1	371481	1.00	1.00	1.00	1.00	1.00	1.00	1.00
KN811558.1	382565	0.00	0.00	0.00	0.01	0.00	0.00	0.01
KN811558.1	382637	0.00	0.00	0.00	0.00	0.17	0.00	0.00
KN811558.1	382641	0.00	0.00	0.00	0.00	0.00	0.17	0.01
KN811558.1	382643	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	382645	0.00	0.00	0.00	0.00	0.00	0.13	0.01
KN811558.1	382651	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	382674	0.01	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	382779	0.07	0.10	0.00	0.25	0.01	0.00	0.00
KN811558.1	432109	0.26	0.00	0.00	0.00	0.00	0.13	0.99
KN811558.1	432139	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN811558.1	432141	0.00	0.00	0.00	0.00	0.00	0.14	0.00
KN811558.1	432384	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN811558.1	432385	0.17	0.07	0.00	0.00	0.00	0.00	0.00
KN811558.1	432419	0.01	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	432420	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	432561	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	432562	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	432581	0.00	0.00	0.00	0.01	0.00	0.00	0.00
KN811558.1	481215	0.87	0.54	0.93	0.93	0.82	0.85	1.00
KN811558.1	499013	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	499022	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	499055	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	499059	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	499076	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	499091	0.02	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	499092	0.00	0.16	0.00	0.00	0.00	0.01	0.00
KN811558.1	718433	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	719378	0.00	0.00	0.53	0.00	0.00	0.03	0.00
KN811558.1	721449	0.33	0.00	0.00	0.00	0.62	0.00	0.00
KN811558.1	743655	0.08	0.00	0.10	0.29	0.11	0.01	0.00
KN811558.1	744251	0.00	0.00	0.00	0.00	0.12	0.00	0.00
KN811558.1	744256	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	744320	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	744330	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	744347	0.01	0.00	0.00	0.15	0.00	0.00	0.00
KN811558.1	807161	0.81	0.97	0.70	0.75	0.95	0.61	0.01
KN811558.1	807168	0.94	0.97	0.70	0.99	0.97	0.97	0.99
KN811558.1	808899	0.23	0.00	0.11	0.20	0.37	0.13	0.03
KN811558.1	809479	0.21	0.00	0.00	0.00	0.08	0.00	0.00
KN811558.1	809508	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	809511	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	809517	0.00	0.00	0.00	0.01	0.00	0.00	0.00
KN811558.1	809523	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	809564	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	809582	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	809598	0.09	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	809608	0.01	0.11	0.00	0.00	0.00	0.00	0.00
KN811558.1	902854	0.01	0.04	0.00	0.24	0.00	0.00	0.00
KN811558.1	902855	0.00	0.00	0.00	0.00	0.16	0.22	0.00
KN811558.1	902873	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	902874	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	902930	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	902931	0.00	0.00	0.00	0.00	0.02	0.00	0.00
KN811558.1	902935	0.00	0.18	0.00	0.00	0.00	0.00	0.00
KN811558.1	902936	0.00	0.00	0.00	0.16	0.02	0.00	0.00
KN811558.1	902944	0.00	0.17	0.01	0.01	0.00	0.01	0.01
KN811558.1	902969	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN811558.1	903194	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	903224	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	926941	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	926946	0.00	0.09	0.00	0.00	0.00	0.00	0.00
KN811558.1	926954	0.00	0.00	0.00	0.00	0.32	0.00	0.00
KN811558.1	926959	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	959968	0.06	0.00	0.00	0.00	0.04	0.00	0.06
KN811558.1	959971	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN811558.1	959979	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN811558.1	959981	0.00	0.00	0.01	0.16	0.01	0.13	0.00
KN811558.1	959997	0.00	0.00	0.00	0.14	0.01	0.00	0.00
KN811558.1	960013	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN811558.1	960060	0.00	0.10	0.00	0.01	0.01	0.00	0.02
KN811558.1	960062	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN811558.1	960065	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN811558.1	960072	0.18	0.00	0.00	0.00	0.01	0.00	0.00
KN811558.1	960102	0.00	0.00	0.00	0.19	0.01	0.00	0.00
KN811558.1	960210	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	960221	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN811558.1	960301	0.00	0.09	0.00	0.00	0.00	0.00	0.00
KN811558.1	960315	0.00	0.00	0.00	0.00	0.00	0.11	0.00
KN811558.1	1029406	0.16	0.05	0.00	0.00	0.00	0.00	0.01
KN811558.1	1029411	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	1029412	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	1029430	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	1029431	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	1029443	0.17	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	1029444	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN811558.1	1029448	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	1029449	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	1029465	0.00	0.15	0.00	0.00	0.00	0.00	0.00
KN811558.1	1029466	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	1029472	0.00	0.00	0.01	0.00	0.00	0.12	0.00
KN811558.1	1029473	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	1029480	0.00	0.00	0.01	0.00	0.01	0.00	0.00
KN811558.1	1029481	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	1029501	0.10	0.07	0.16	0.20	0.36	0.21	0.00
KN811558.1	1029502	0.24	0.00	0.00	0.00	0.00	0.00	0.00
KN811558.1	1029504	0.16	0.15	0.00	0.15	0.08	0.04	0.00
KN811558.1	1029507	0.00	0.00	0.06	0.00	0.00	0.08	0.00
KN811559.1	10444	0.00	0.01	0.00	0.01	0.53	0.00	0.00
KN811559.1	115317	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	115322	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	115325	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	115339	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	115347	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	115417	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	115429	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	115435	0.00	0.00	0.00	0.01	0.00	0.00	0.00
KN811559.1	115447	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	194950	0.08	0.04	0.00	0.00	0.02	0.00	0.10
KN811559.1	222606	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	222620	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	222621	0.00	0.00	0.00	0.00	0.09	0.00	0.00
KN811559.1	222628	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	222660	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	222663	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	222676	0.01	0.13	0.09	0.07	0.08	0.00	0.41
KN811559.1	242379	0.00	0.00	0.00	0.02	0.00	0.00	0.00
KN811559.1	242400	0.00	0.36	0.00	0.00	0.00	0.00	0.00
KN811559.1	242569	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	242834	0.00	0.01	0.00	0.00	0.01	0.01	0.00
KN811559.1	259633	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN811559.1	259651	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	259703	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	259716	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	259727	0.00	0.11	0.00	0.01	0.14	0.01	0.00
KN811559.1	260046	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN811559.1	260048	0.00	0.04	0.00	0.00	0.00	0.00	0.00
KN811559.1	260085	0.00	0.04	0.00	0.00	0.00	0.00	0.00
KN811559.1	394388	0.09	0.00	0.00	0.00	0.00	0.05	0.00
KN811559.1	394464	0.00	0.09	0.00	0.00	0.00	0.00	0.00
KN811559.1	446667	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	446716	0.04	0.19	0.00	0.00	0.00	0.00	0.00
KN811559.1	491545	0.95	0.76	0.57	0.88	0.47	0.72	0.43
KN811559.1	491551	0.92	1.00	0.64	0.93	0.81	0.86	0.73
KN811559.1	491557	0.94	0.96	0.51	0.97	0.87	0.92	0.50
KN811559.1	491619	0.76	0.97	1.00	0.72	0.72	0.65	0.57
KN811559.1	491630	0.94	0.38	1.00	0.78	0.72	0.64	1.00
KN811559.1	491646	0.67	1.00	1.00	0.84	0.70	0.45	1.00
KN811559.1	491901	0.60	1.00	0.82	0.81	0.61	0.50	1.00
KN811559.1	491911	0.49	0.98	0.83	0.91	0.47	0.63	1.00
KN811559.1	491916	0.90	0.30	0.98	0.88	0.95	0.86	0.99
KN811559.1	512892	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	557366	1.00	0.67	0.99	1.00	0.94	1.00	1.00
KN811559.1	557374	1.00	0.85	1.00	1.00	0.94	0.84	1.00
KN811559.1	557398	0.78	1.00	1.00	0.47	1.00	1.00	1.00
KN811559.1	557413	0.78	0.99	1.00	1.00	0.67	0.58	1.00
KN811559.1	557466	1.00	1.00	1.00	0.66	0.67	1.00	1.00
KN811559.1	557469	1.00	1.00	1.00	1.00	1.00	0.73	1.00
KN811559.1	557483	1.00	1.00	1.00	1.00	1.00	1.00	1.00
KN811559.1	604319	0.24	0.54	0.00	0.36	0.60	0.46	0.00
KN811559.1	604433	0.72	0.55	1.00	0.87	0.82	0.37	0.00
KN811559.1	690547	0.12	0.00	0.00	0.00	0.00	0.10	1.00
KN811559.1	690584	0.00	0.00	0.00	0.00	0.05	0.00	0.00
KN811559.1	690682	0.00	0.00	0.00	0.29	0.00	0.00	0.00
KN811559.1	691274	0.00	0.00	0.08	0.00	0.00	0.05	0.00
KN811559.1	706514	0.15	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	739416	0.37	0.00	0.00	0.42	0.00	0.00	0.00
KN811559.1	739436	0.00	0.49	0.00	0.27	0.08	0.16	0.00
KN811559.1	739444	0.27	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	747336	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	747349	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	747374	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN811559.1	747398	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	747410	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	747413	0.00	0.00	0.00	0.20	0.02	0.26	0.00
KN811559.1	747791	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	747801	0.00	0.00	0.00	0.00	0.00	0.21	0.00
KN811559.1	747809	0.05	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	747821	0.00	0.00	0.00	0.00	0.16	0.00	0.00
KN811559.1	805463	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	805511	0.14	0.00	0.00	0.10	0.00	0.00	0.00
KN811559.1	805546	0.00	0.00	0.03	0.00	0.00	0.00	0.00
KN811559.1	862475	0.00	0.00	0.00	0.18	0.04	0.05	0.00
KN811559.1	862479	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	862485	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN811559.1	862531	0.00	0.00	0.00	0.00	0.00	0.10	0.00
KN811559.1	862533	0.06	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	869468	0.00	0.28	0.00	0.00	0.17	0.00	0.98
KN811559.1	869558	0.01	0.54	0.00	0.34	0.80	0.88	0.48
KN811559.1	880572	0.00	0.00	0.00	0.00	0.00	0.00	0.06
KN811559.1	880582	0.10	0.00	0.00	0.07	0.11	0.00	0.00
KN811559.1	880587	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	880590	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	880593	0.04	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	880595	0.00	0.00	0.00	0.00	0.09	0.00	0.48
KN811559.1	880611	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	880628	0.09	0.00	0.00	0.12	0.12	0.00	0.00
KN811559.1	880671	0.00	0.07	0.00	0.00	0.00	0.00	0.00
KN811559.1	880690	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811559.1	941474	0.31	0.00	0.00	0.02	0.00	0.04	0.00
KN811559.1	941478	0.03	0.00	0.00	0.03	0.23	0.04	0.00
KN811559.1	941489	0.04	0.00	0.29	0.05	0.02	0.05	0.00
KN811559.1	941494	0.01	0.08	0.00	0.00	0.01	0.07	0.00
KN811559.1	941499	0.00	0.08	0.00	0.01	0.23	0.02	0.00
KN811559.1	941509	0.03	0.08	0.29	0.00	0.00	0.03	0.00
KN811559.1	941513	0.01	0.08	0.00	0.00	0.01	0.01	0.00
KN811559.1	941515	0.00	0.08	0.00	0.00	0.22	0.02	0.00
KN811560.1	69627	0.00	0.09	0.00	0.72	0.10	0.00	0.00
KN811560.1	77114	0.00	0.00	0.00	0.01	0.08	0.00	0.00
KN811560.1	77126	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811560.1	77130	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811560.1	77134	0.00	0.00	0.00	0.04	0.00	0.00	0.00
KN811560.1	77229	0.00	0.17	0.00	0.10	0.01	0.00	0.02
KN811560.1	77257	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811560.1	77266	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811560.1	77328	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811560.1	77338	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811560.1	77350	0.00	0.25	0.00	0.00	0.00	0.00	0.00
KN811560.1	77967	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811560.1	77970	0.11	0.00	0.00	0.00	0.00	0.00	0.00
KN811560.1	77980	0.00	0.31	0.00	0.00	0.00	0.00	0.00
KN811560.1	77997	0.12	0.00	0.00	0.00	0.00	0.00	0.00
KN811560.1	78043	0.00	0.00	0.00	0.00	0.00	0.08	0.00
KN811560.1	373608	0.01	0.06	0.00	0.06	0.04	0.02	0.25
KN811560.1	407845	0.05	0.00	0.38	0.00	0.04	0.07	0.26
KN811560.1	856601	0.96	0.00	1.00	0.00	0.00	0.00	0.00
KN811560.1	856626	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811560.1	856635	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811560.1	856640	0.00	0.00	0.00	0.17	0.16	0.00	0.00
KN811560.1	856649	0.00	0.00	0.00	0.00	0.18	0.01	0.00
KN811561.1	74039	0.00	0.00	0.00	0.00	0.00	0.15	0.00
KN811561.1	74046	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811561.1	74060	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811561.1	105584	0.08	0.00	0.00	0.27	0.00	0.19	0.00
KN811561.1	109810	1.00	0.96	1.00	0.79	1.00	0.12	1.00
KN811561.1	109897	0.51	0.75	0.36	0.69	0.76	0.76	0.00
KN811561.1	256408	0.91	1.00	0.67	0.93	0.87	0.74	0.67
KN811561.1	256586	0.70	0.50	0.75	0.73	0.58	0.74	0.45
KN811561.1	256594	0.64	0.90	1.00	0.87	0.71	0.82	0.45
KN811561.1	256612	0.56	0.62	0.54	0.77	0.66	0.70	0.76
KN811561.1	256837	0.44	0.56	0.83	0.69	0.69	0.30	0.29
KN811561.1	672720	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811561.1	672722	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811561.1	672735	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811561.1	672738	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811561.1	672745	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811561.1	672747	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811561.1	672767	0.30	0.00	0.00	0.00	0.00	0.00	0.00
KN811561.1	672880	0.01	0.00	0.00	0.00	0.00	0.00	0.00
KN811561.1	672939	0.35	0.00	0.00	0.31	0.00	0.00	0.00
KN811561.1	672942	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811561.1	734471	0.00	0.00	0.01	0.00	0.00	0.00	1.00
