chr	pos	NO_20-N4	NO_20-N2	NO_20-N1	OC_OC-N5	OC_OC-N1	OC_OC-N2	OC_OC-N4
KN811285.1	3115119	0.90	0.95	0.83	0.92	0.93	0.85	0.82
KN811285.1	3115139	1.00	1.00	0.92	0.92	0.81	0.93	0.90
KN811286.1	1137373	0.49	0.73	1.00	0.90	0.81	0.85	0.41
KN811286.1	2172262	0.85	0.75	1.00	0.70	0.50	1.00	0.89
KN811286.1	2172268	0.93	0.83	0.94	0.90	0.57	1.00	0.82
KN811286.1	2172273	0.90	0.67	0.94	0.90	0.57	0.97	0.79
KN811286.1	2172275	0.85	0.83	0.94	0.90	0.53	0.97	0.89
KN811286.1	2172307	0.38	0.53	0.87	0.38	0.35	0.77	0.76
KN811287.1	1545277	0.87	0.91	0.83	0.79	0.83	0.78	0.92
KN811287.1	1545284	0.90	0.96	0.87	0.64	0.81	0.87	0.84
KN811288.1	2215603	1.00	1.00	1.00	0.87	0.84	0.83	1.00
KN811288.1	2665749	0.34	0.38	0.53	0.31	0.31	0.31	0.24
KN811288.1	2884888	1.00	0.93	1.00	0.76	0.93	0.22	0.91
KN811288.1	2906495	0.65	0.64	0.14	0.95	0.38	0.48	0.36
KN811288.1	2906711	0.84	0.37	0.86	0.80	0.85	0.83	0.55
KN811289.1	1432756	0.65	0.32	1.00	0.88	0.91	0.42	0.95
KN811289.1	1432763	0.51	0.94	1.00	0.93	0.84	0.60	0.79
KN811289.1	1432776	0.68	0.91	1.00	0.93	0.93	0.53	0.68
KN811289.1	1432795	0.58	0.85	1.00	0.93	0.98	0.57	0.95
KN811289.1	3435178	1.00	1.00	1.00	1.00	1.00	1.00	1.00
KN811289.1	4296611	0.13	0.88	0.29	0.90	0.39	0.16	0.29
KN811289.1	4296671	0.94	0.80	1.00	1.00	0.95	0.92	0.90
KN811289.1	4296677	0.79	0.52	0.91	0.69	0.94	0.56	0.68
KN811289.1	4296698	0.77	0.64	0.86	0.62	0.87	0.68	0.83
KN811289.1	4296839	0.89	0.86	0.92	0.87	0.96	0.92	0.88
KN811289.1	4296859	0.98	0.93	0.95	0.94	0.92	0.84	0.83
KN811289.1	4296869	0.91	0.76	0.78	0.61	0.88	0.78	0.86
KN811289.1	4349318	0.94	0.98	1.00	0.88	0.95	0.85	0.92
KN811289.1	4349338	0.85	0.87	0.81	0.88	0.92	0.91	1.00
KN811289.1	4349507	0.96	0.29	1.00	0.94	0.61	0.35	0.96
KN811290.1	2749312	0.95	0.89	0.93	0.83	0.82	0.94	0.98
KN811290.1	2749318	0.82	0.95	0.97	0.67	0.71	0.91	0.88
KN811290.1	2749323	0.90	0.84	1.00	0.83	0.82	0.85	0.95
KN811290.1	2749325	0.81	0.92	1.00	0.75	0.86	0.87	0.88
KN811290.1	2749357	0.80	0.84	0.77	0.62	0.75	0.83	0.90
KN811290.1	2749429	0.86	1.00	1.00	0.89	0.85	0.95	0.95
KN811291.1	681034	0.62	0.33	0.42	0.91	0.65	0.52	0.68
KN811291.1	987221	0.91	1.00	1.00	0.96	0.91	0.94	0.95
KN811291.1	987232	1.00	1.00	0.92	0.96	0.95	0.69	0.95
KN811291.1	1225248	0.98	0.70	1.00	0.79	1.00	0.75	0.95
KN811291.1	1225254	0.80	0.70	1.00	0.94	1.00	0.75	0.36
KN811291.1	1225273	0.82	0.70	1.00	0.20	0.91	0.84	0.93
KN811291.1	1225287	0.73	0.70	0.62	0.85	0.74	0.28	0.84
KN811291.1	2898727	0.79	0.85	0.87	0.85	0.68	0.92	0.80
KN811291.1	2898732	0.31	0.65	0.87	0.69	0.66	0.81	0.87
KN811291.1	2898766	0.61	0.25	0.22	0.54	0.67	0.52	0.22
KN811292.1	2590310	0.44	0.87	1.00	0.71	0.92	0.97	0.94
KN811292.1	2590317	0.26	0.87	1.00	0.92	0.89	0.40	0.76
KN811292.1	2590330	0.78	0.80	1.00	0.83	0.97	0.37	0.71
KN811292.1	2590349	0.52	0.67	1.00	0.92	0.97	0.37	0.94
KN811292.1	3155637	0.61	1.00	0.45	0.74	0.98	0.43	0.79
KN811292.1	3155639	0.59	0.88	0.76	0.79	0.60	0.98	0.84
KN811292.1	3155644	0.67	0.87	0.76	0.80	0.62	0.92	0.62
KN811292.1	3155650	0.83	0.93	0.82	0.89	0.57	0.95	0.89
KN811294.1	1097825	0.74	0.65	0.59	0.43	0.56	0.71	0.86
KN811294.1	1261544	0.88	0.81	0.73	0.44	0.88	0.75	0.83
KN811294.1	1818611	0.95	1.00	1.00	1.00	1.00	1.00	1.00
KN811294.1	2039095	0.67	0.95	0.95	1.00	0.83	0.68	0.53
KN811294.1	2039135	0.98	0.95	0.95	1.00	0.92	0.96	0.71
KN811294.1	2061472	0.73	0.18	0.10	0.42	0.89	0.83	0.24
KN811294.1	2584221	0.44	0.44	0.27	0.27	0.67	0.93	0.32
KN811294.1	2931672	1.00	1.00	1.00	0.90	0.96	1.00	0.92
KN811294.1	2931677	0.86	0.94	0.87	0.90	0.98	0.86	0.84
KN811295.1	524341	0.81	0.58	0.80	1.00	0.73	0.95	0.89
KN811295.1	1608293	1.00	1.00	0.99	1.00	1.00	1.00	0.91
KN811295.1	2917013	0.72	0.15	0.65	0.40	0.50	0.75	0.89
KN811295.1	2917043	0.89	0.69	0.47	0.60	0.63	0.34	0.98
KN811296.1	10240	0.96	0.47	0.71	0.70	0.55	1.00	0.97
KN811296.1	172159	0.62	0.69	0.50	0.67	0.44	0.35	0.93
KN811296.1	2499252	0.79	1.00	0.97	0.91	0.82	0.95	0.61
KN811296.1	2928666	0.80	0.58	0.61	0.77	0.69	0.40	0.78
KN811296.1	2928698	0.68	0.45	0.57	0.96	0.67	0.52	0.84
KN811296.1	2928700	0.86	0.45	0.65	1.00	0.70	0.65	0.91
KN811296.1	2928705	0.89	0.55	0.91	0.88	0.63	0.88	0.91
KN811296.1	2928711	0.91	0.60	0.68	0.79	0.70	0.73	0.95
KN811298.1	336338	0.63	0.72	0.76	0.47	0.65	0.65	0.69
KN811298.1	336369	0.46	0.42	0.36	0.23	0.15	0.58	0.23
KN811298.1	2370638	0.77	0.81	0.59	0.98	0.69	0.82	0.94
KN811298.1	2370643	0.90	0.88	0.94	0.98	0.82	0.78	0.94
KN811298.1	2370649	0.93	0.79	0.50	0.94	0.87	0.80	0.92
KN811299.1	534426	0.98	0.99	1.00	0.88	1.00	0.45	0.87
KN811300.1	2136258	0.51	0.77	0.39	0.46	0.43	0.67	0.74
KN811301.1	690062	0.73	0.80	0.54	0.76	0.61	0.64	0.76
KN811301.1	690079	0.84	0.67	0.57	0.92	0.65	0.69	0.75
KN811301.1	690108	0.49	0.79	0.61	0.60	0.56	0.61	0.40
KN811301.1	1595556	0.93	0.77	0.67	0.69	0.86	0.75	0.89
KN811301.1	1595566	0.93	0.98	1.00	0.67	0.97	0.85	0.92
KN811301.1	1595586	0.83	0.88	0.81	0.67	0.87	0.91	1.00
KN811301.1	1596436	0.93	0.88	0.94	0.72	0.90	0.92	0.97
KN811301.1	1596457	0.75	0.76	0.76	0.72	0.60	0.87	0.77
KN811301.1	1596463	1.00	0.84	1.00	0.78	0.78	0.92	0.97
KN811302.1	1160963	0.63	0.88	1.00	0.87	0.97	0.44	0.94
KN811302.1	1160970	0.53	0.81	1.00	0.96	0.89	0.41	0.75
KN811302.1	1160983	0.67	0.81	1.00	0.92	0.95	0.38	0.69
KN811302.1	1161002	0.66	0.69	1.00	0.96	0.98	0.38	0.94
KN811303.1	273087	0.67	0.75	0.96	0.57	0.78	0.68	0.87
KN811303.1	273137	0.85	0.64	0.87	0.50	0.92	0.90	0.74
KN811303.1	273169	0.83	0.73	1.00	0.79	0.73	0.90	0.89
KN811303.1	273171	0.85	1.00	1.00	1.00	0.81	0.93	0.85
KN811303.1	273176	0.96	0.73	0.78	0.93	0.80	1.00	0.89
KN811303.1	273182	0.94	1.00	1.00	0.79	0.96	1.00	0.93
KN811303.1	364850	0.77	0.77	0.94	0.85	0.94	0.86	0.35
KN811304.1	750816	0.80	1.00	0.32	0.33	0.85	0.75	0.77
KN811304.1	2146278	0.29	0.58	0.40	0.55	0.64	0.50	0.64
KN811304.1	2656802	0.79	0.90	0.53	0.88	0.76	0.62	0.80
KN811304.1	2665101	0.60	0.11	0.79	0.16	0.44	0.19	0.77
KN811304.1	2709045	0.86	0.55	0.75	0.67	0.93	0.60	0.90
KN811305.1	1928217	0.98	0.20	1.00	1.00	0.98	1.00	1.00
KN811305.1	1928227	0.73	0.56	1.00	1.00	1.00	1.00	1.00
KN811305.1	2495489	0.48	0.54	0.72	0.53	0.50	0.65	0.60
KN811306.1	1958466	0.95	0.85	1.00	0.88	0.83	1.00	1.00
KN811306.1	2322423	0.90	0.67	0.88	0.82	0.81	0.88	0.84
KN811306.1	2322430	0.92	0.93	0.92	0.91	0.92	0.97	0.90
KN811307.1	1829889	0.93	0.78	0.96	0.95	1.00	0.93	0.98
KN811307.1	1829922	0.91	0.56	1.00	0.62	0.94	0.99	0.85
KN811308.1	846435	0.83	0.62	0.44	0.31	0.20	0.70	1.00
KN811309.1	230561	0.97	0.91	0.98	0.95	0.94	0.92	1.00
KN811310.1	4919291	0.49	0.54	0.72	0.53	0.50	0.65	0.60
KN811311.1	228173	1.00	1.00	1.00	1.00	1.00	1.00	1.00
KN811311.1	395559	0.54	0.28	0.62	0.26	0.65	0.66	0.49
KN811311.1	1735535	0.90	0.70	0.89	0.53	0.93	0.83	0.84
KN811311.1	1735542	0.93	0.90	1.00	0.43	0.93	0.94	0.99
KN811311.1	1735583	0.80	0.75	0.95	0.98	0.71	0.57	0.88
KN811311.1	1735591	0.77	0.97	0.89	0.92	0.69	0.60	0.88
KN811311.1	1995741	0.97	1.00	1.00	1.00	1.00	1.00	1.00
KN811313.1	166401	0.89	0.96	1.00	1.00	0.32	1.00	1.00
KN811313.1	166404	0.89	1.00	1.00	1.00	0.32	0.73	1.00
KN811313.1	166437	0.88	1.00	1.00	1.00	1.00	0.75	1.00
KN811314.1	1577773	0.47	0.87	1.00	0.85	0.97	0.44	0.94
KN811314.1	1577780	0.39	0.87	1.00	0.96	0.93	0.44	0.75
KN811314.1	1577793	0.67	0.80	1.00	0.92	0.97	0.41	0.69
KN811314.1	1577812	0.62	0.67	1.00	0.96	0.97	0.41	0.94
KN811315.1	2355066	0.57	0.52	0.66	0.17	0.53	0.81	0.86
KN811315.1	2544602	0.52	0.50	1.00	0.81	0.68	0.88	0.90
KN811315.1	2607427	1.00	1.00	1.00	0.90	0.96	1.00	0.90
KN811315.1	2607432	0.87	0.92	0.87	0.82	0.94	0.86	0.74
KN811316.1	1800941	0.89	1.00	0.97	0.91	0.96	0.95	0.58
KN811317.1	2374001	0.90	1.00	0.94	1.00	0.59	0.76	0.82
KN811317.1	2374020	0.85	0.90	0.51	0.95	0.67	0.88	0.93
KN811319.1	304712	0.77	0.78	1.00	1.00	0.99	0.98	0.98
KN811319.1	323954	0.47	0.38	0.97	0.19	1.00	0.88	1.00
KN811319.1	323968	0.66	1.00	1.00	0.97	0.99	1.00	0.89
KN811319.1	323975	0.96	1.00	1.00	0.97	0.63	0.76	0.57
KN811320.1	551627	0.75	0.78	1.00	1.00	0.99	1.00	0.98
KN811321.1	126156	0.19	0.15	0.25	0.11	0.11	0.12	0.15
KN811321.1	1297506	0.92	0.87	1.00	0.71	0.90	0.94	0.86
KN811321.1	1297526	0.96	0.86	1.00	0.79	0.92	0.54	0.62
KN811321.1	1297536	0.96	0.67	0.83	0.62	0.90	0.86	0.67
KN811321.1	1822584	0.82	0.95	0.77	1.00	0.81	0.84	0.54
KN811322.1	1049361	0.39	0.22	0.10	0.13	0.31	0.17	0.50
KN811322.1	1049366	0.38	0.17	0.36	0.48	0.40	0.55	0.75
KN811322.1	2313781	0.83	0.56	0.17	0.91	0.33	0.73	0.32
KN811323.1	151755	0.69	0.30	0.51	0.72	0.74	0.82	0.78
KN811323.1	151765	0.74	0.20	0.72	0.76	0.76	0.86	0.77
KN811323.1	608929	0.92	0.95	0.95	0.62	0.82	0.88	0.80
KN811323.1	608936	0.85	0.91	0.82	0.77	0.82	0.75	0.88
KN811323.1	779931	0.80	0.83	0.84	0.62	0.73	0.71	0.92
KN811323.1	1145562	1.00	1.00	1.00	1.00	1.00	1.00	1.00
KN811323.1	1295102	0.82	1.00	1.00	0.82	0.96	0.90	0.86
KN811323.1	1295123	0.80	0.89	0.11	0.41	0.96	0.83	0.89
KN811323.1	1295137	0.85	0.89	0.20	0.41	0.84	0.59	0.93
KN811323.1	1353568	0.86	0.60	0.50	0.72	0.65	0.33	0.98
KN811324.1	878563	0.14	0.75	0.88	0.21	0.80	0.21	0.83
KN811326.1	186671	0.67	0.45	0.13	1.00	0.25	0.60	0.97
KN811326.1	1056842	0.79	0.85	0.72	0.50	0.53	0.85	0.50
KN811326.1	1056852	0.74	0.83	0.52	0.57	0.51	0.80	0.50
KN811326.1	1193401	0.63	0.87	1.00	0.70	0.94	0.93	0.94
KN811326.1	1193408	0.52	0.87	1.00	0.91	0.89	0.93	0.75
KN811326.1	1193421	0.67	0.80	1.00	0.83	0.97	0.87	0.69
KN811326.1	1193440	0.62	0.67	1.00	0.91	0.97	0.87	0.94
KN811326.1	2017695	0.92	0.79	1.00	0.24	0.55	0.50	0.75
KN811326.1	2251756	0.34	0.12	0.97	0.50	0.58	1.00	0.58
KN811327.1	1092521	1.00	0.97	1.00	1.00	1.00	0.96	1.00
KN811327.1	1092529	0.95	1.00	0.50	0.54	0.90	0.83	0.79
KN811328.1	309485	0.85	0.82	0.86	0.94	0.93	0.89	0.75
KN811328.1	1032041	0.88	0.97	0.87	0.94	0.87	0.69	0.92
KN811328.1	1032054	0.74	0.97	1.00	0.89	0.87	0.69	0.51
KN811330.1	330349	0.88	0.18	0.10	0.42	0.94	0.89	0.21
KN811330.1	2282345	0.52	0.83	0.79	0.82	0.90	0.92	0.80
KN811330.1	2282350	0.56	0.61	0.79	0.64	0.90	0.70	0.84
KN811330.1	2282352	0.47	0.83	0.74	0.73	0.86	0.63	0.77
KN811333.1	1786286	0.84	0.52	0.76	0.72	0.93	0.95	0.75
KN811333.1	1786288	0.68	0.43	0.67	0.76	0.89	0.91	0.68
KN811334.1	161778	0.97	0.92	0.90	0.20	0.90	0.96	0.74
KN811334.1	161782	0.96	0.92	0.90	0.16	0.90	0.93	0.72
KN811334.1	161789	0.99	0.75	0.90	0.19	0.93	0.96	0.73
KN811334.1	161813	0.96	1.00	0.90	0.98	0.89	0.95	0.87
KN811334.1	1744541	0.27	0.14	0.25	0.84	0.71	0.53	0.17
KN811334.1	2158778	0.89	0.93	0.90	0.87	0.81	0.94	0.87
KN811334.1	2158798	0.81	1.00	0.95	0.79	0.81	0.82	0.83
KN811336.1	182575	0.59	0.73	0.52	0.43	0.86	0.70	0.66
KN811336.1	182580	0.57	0.77	0.52	0.43	0.79	0.76	0.76
KN811336.1	182586	0.44	0.77	0.62	0.57	0.71	0.58	0.81
KN811336.1	182747	0.73	0.78	0.40	0.68	0.57	0.82	0.78
KN811336.1	402564	0.60	0.90	0.85	0.70	0.25	0.43	0.82
KN811336.1	402576	0.97	0.24	0.72	0.77	0.57	0.90	0.76
KN811336.1	1405131	0.84	0.86	0.88	0.73	0.73	0.92	0.75
KN811336.1	1405144	0.86	0.83	0.83	0.86	0.80	0.95	0.95
KN811336.1	1405147	0.91	0.87	0.91	0.95	0.83	0.97	0.93
KN811337.1	952726	1.00	1.00	0.97	1.00	0.97	1.00	1.00
KN811339.1	47240	1.00	0.93	0.97	0.13	0.99	0.93	0.92
KN811339.1	1043855	0.54	0.88	0.85	0.54	0.57	0.84	0.93
KN811340.1	2022115	0.62	0.83	0.83	0.68	0.52	0.81	0.77
KN811340.1	2022128	0.84	0.89	0.75	0.84	0.83	0.90	0.94
KN811340.1	2022131	0.90	0.89	0.92	0.95	0.89	0.93	0.94
KN811340.1	2057989	0.43	1.00	0.79	0.98	0.90	0.93	0.63
KN811340.1	2057991	0.82	1.00	0.84	0.95	0.88	0.99	0.74
KN811340.1	2057996	0.54	1.00	0.79	0.98	0.92	0.98	0.89
KN811340.1	2058002	0.48	1.00	0.84	0.95	0.90	0.96	1.00
KN811340.1	2219094	0.96	0.60	0.50	0.71	0.79	0.27	0.96
KN811340.1	2219123	0.91	0.18	0.14	0.25	0.83	0.71	0.62
KN811340.1	2734276	1.00	0.48	0.73	0.82	0.62	0.84	0.88
KN811340.1	3199121	0.64	0.71	0.82	0.81	0.62	0.62	0.92
KN811340.1	3199129	0.80	0.62	0.60	0.19	0.90	0.62	0.53
KN811340.1	3199140	0.71	0.64	0.56	0.14	0.16	0.53	0.78
KN811340.1	4799802	0.80	0.97	1.00	1.00	1.00	1.00	1.00
KN811341.1	1855787	0.88	0.97	0.87	0.94	0.87	0.69	0.86
KN811341.1	1855800	0.74	0.97	1.00	0.89	0.87	0.69	0.81
KN811343.1	835294	0.17	0.39	0.62	0.30	0.40	0.42	0.44
KN811343.1	1180023	0.53	0.53	1.00	0.89	0.99	0.78	0.79
KN811343.1	1180042	0.71	0.73	1.00	0.85	0.97	0.74	0.67
KN811343.1	1180055	0.45	0.93	1.00	0.89	0.93	0.89	0.73
KN811343.1	1180062	0.68	0.93	1.00	0.74	0.57	0.95	0.93
KN811343.1	2133553	0.20	0.10	0.82	0.40	0.26	0.35	0.30
KN811344.1	263370	0.77	1.00	0.74	1.00	0.50	0.82	0.85
KN811344.1	263375	0.71	1.00	0.74	1.00	1.00	0.97	0.85
KN811344.1	469781	0.14	0.53	0.38	0.45	0.53	0.93	0.88
KN811344.1	1550524	0.58	0.18	0.10	0.30	0.89	0.83	0.21
KN811345.1	704926	0.63	0.87	1.00	0.70	0.94	0.93	0.94
KN811345.1	704933	0.52	0.87	1.00	0.91	0.89	0.93	0.75
KN811345.1	704946	0.67	0.80	1.00	0.83	0.97	0.87	0.69
KN811345.1	704965	0.62	0.67	0.95	0.91	0.97	0.87	0.94
KN811345.1	1563571	0.72	0.70	0.77	1.00	0.96	0.94	0.69
KN811345.1	1563580	0.73	1.00	0.58	1.00	0.94	1.00	0.97
KN811347.1	600717	0.31	0.16	0.89	0.13	0.83	0.70	0.70
KN811347.1	1015902	0.47	0.57	0.94	0.57	0.83	0.65	0.54
KN811347.1	1277040	0.71	0.77	0.96	0.65	0.40	0.47	0.89
KN811347.1	1277090	0.74	0.64	0.95	0.54	0.97	0.93	0.73
KN811347.1	1277122	0.70	0.82	1.00	0.77	0.86	0.93	0.91
KN811347.1	1277124	0.89	1.00	1.00	1.00	0.91	0.95	0.85
KN811347.1	1277129	0.81	0.73	0.74	0.92	0.91	1.00	0.91
KN811347.1	1277135	0.94	1.00	1.00	0.77	0.97	1.00	0.87
KN811347.1	1867090	0.88	0.81	1.00	0.79	0.92	0.97	0.76
KN811347.1	1867096	0.87	0.71	0.81	0.73	0.80	0.95	0.93
KN811347.1	1867101	0.88	0.77	1.00	0.85	0.93	0.93	0.89
KN811347.1	1867103	0.84	0.65	1.00	0.97	0.77	0.70	0.88
KN811347.1	1867135	0.83	0.55	0.95	0.59	0.86	0.85	0.83
KN811347.1	1867185	0.76	0.72	1.00	0.55	0.74	0.43	0.90
KN811349.1	1352359	0.93	1.00	1.00	0.84	0.96	0.81	1.00
KN811349.1	1352376	1.00	1.00	1.00	0.89	0.96	1.00	0.92
KN811349.1	1352382	0.64	0.14	1.00	0.84	0.96	0.88	0.60
KN811351.1	271176	0.65	1.00	1.00	0.40	0.96	0.82	1.00
KN811351.1	271193	0.67	1.00	1.00	0.93	0.96	1.00	0.82
KN811351.1	271199	0.21	0.60	1.00	0.93	0.96	0.88	0.61
KN811352.1	553106	0.30	0.13	0.29	0.24	0.22	0.30	0.45
KN811352.1	553151	0.34	0.17	0.10	0.42	0.29	0.42	0.53
KN811352.1	1211668	0.28	0.45	0.31	0.20	0.17	0.71	0.60
KN811353.1	78451	1.00	0.29	1.00	1.00	0.96	1.00	0.98
KN811353.1	78471	1.00	1.00	1.00	0.12	1.00	0.15	1.00
KN811355.1	1041466	0.35	0.73	0.62	0.60	0.53	0.55	0.67
KN811355.1	1041468	0.92	0.85	0.85	0.74	0.77	0.83	0.81
KN811355.1	1633584	0.86	1.00	1.00	0.81	0.84	0.72	0.91
KN811355.1	1633597	0.85	1.00	1.00	0.90	0.84	0.67	0.87
KN811355.1	1633600	0.90	1.00	1.00	0.90	0.84	0.71	0.91
KN811355.1	1860549	0.62	0.53	1.00	0.88	0.97	0.88	1.00
KN811355.1	1860568	0.59	0.73	1.00	0.84	1.00	0.88	0.73
KN811355.1	1860581	0.55	0.87	1.00	0.88	0.89	0.94	0.73
KN811355.1	1860588	0.59	0.87	1.00	0.72	0.97	0.94	0.95
KN811356.1	235750	0.56	0.58	1.00	1.00	0.69	0.44	1.00
KN811356.1	761438	0.62	0.65	1.00	0.60	0.82	0.86	0.77
KN811356.1	1870998	0.61	0.82	0.98	0.94	0.64	0.12	1.00
KN811360.1	115613	0.40	0.24	0.92	0.85	0.29	1.00	0.67
KN811361.1	327338	1.00	1.00	1.00	0.96	1.00	1.00	0.27
KN811363.1	995476	0.96	0.79	0.64	1.00	0.89	0.99	0.93
KN811363.1	995518	0.82	0.69	0.85	0.47	0.76	0.88	0.82
KN811363.1	995519	1.00	0.71	0.63	0.67	0.95	0.94	0.92
KN811363.1	1573963	0.42	1.00	1.00	0.79	0.79	0.81	0.44
KN811364.1	101042	0.82	0.52	0.76	0.68	0.93	0.92	0.73
KN811364.1	101044	0.65	0.43	0.67	0.74	0.91	0.86	0.67
KN811364.1	491322	0.98	0.97	0.60	0.96	0.42	0.93	0.91
KN811364.1	491341	0.96	0.97	0.60	0.96	0.27	0.97	0.19
KN811364.1	1205584	0.67	0.57	1.00	0.93	0.68	0.39	0.93
KN811365.1	166430	1.00	1.00	0.97	1.00	0.96	1.00	1.00
KN811365.1	625049	0.89	0.87	0.83	0.82	0.79	1.00	0.87
KN811365.1	625057	0.83	0.80	0.58	0.88	0.79	0.97	0.86
KN811365.1	1493168	0.99	0.89	0.37	0.71	0.61	0.95	1.00
KN811366.1	625575	0.37	0.89	0.23	0.20	0.67	0.67	0.49
KN811366.1	1182416	0.64	0.71	0.87	0.23	0.67	0.74	0.92
KN811367.1	1871148	0.89	0.64	0.50	0.74	0.66	0.34	0.98
KN811369.1	322698	0.98	1.00	1.00	1.00	1.00	0.69	1.00
KN811369.1	323151	0.98	0.95	0.92	0.54	1.00	0.74	1.00
KN811369.1	323155	0.75	1.00	1.00	1.00	1.00	0.74	1.00
KN811369.1	323167	0.96	1.00	0.88	1.00	1.00	0.72	1.00
KN811369.1	974218	0.73	0.42	0.61	0.27	0.87	0.97	0.82
KN811369.1	1809226	0.73	0.33	0.12	0.58	0.79	0.51	0.51
KN811370.1	973624	0.90	0.99	1.00	0.99	1.00	0.98	0.97
KN811371.1	2064021	0.71	0.92	0.15	0.50	0.78	0.70	0.80
KN811371.1	2064038	0.47	0.92	0.87	0.97	0.60	1.00	0.74
KN811371.1	2064343	0.94	0.72	0.16	0.97	0.38	0.71	0.51
KN811371.1	2215105	0.99	1.00	1.00	1.00	1.00	0.56	1.00
KN811371.1	2272490	0.75	0.83	1.00	1.00	0.99	0.90	0.98
KN811371.1	2290681	0.94	0.18	0.14	0.25	0.89	0.77	0.64
KN811371.1	3590017	0.68	0.68	0.71	0.65	0.86	0.90	0.67
KN811371.1	3590240	0.30	1.00	0.93	1.00	0.64	1.00	0.97
KN811371.1	3590256	0.31	0.92	0.87	1.00	0.98	0.96	0.79
KN811371.1	3590308	1.00	0.96	0.81	0.18	0.97	1.00	0.90
KN811371.1	3590329	0.96	0.91	0.62	0.97	0.97	0.97	0.36
KN811371.1	4943725	0.63	1.00	1.00	0.23	0.97	0.86	0.50
KN811372.1	636413	0.59	0.40	0.38	0.38	0.68	0.57	0.65
KN811372.1	636454	0.61	0.87	0.92	0.33	0.39	0.77	0.88
KN811372.1	636462	0.69	0.75	0.54	0.30	0.59	0.81	0.89
KN811372.1	2589122	0.94	0.81	0.33	0.58	0.94	0.79	0.50
KN811372.1	4263098	0.19	0.62	0.25	0.11	0.92	0.58	0.62
KN811372.1	4263100	0.34	0.67	0.36	0.12	0.94	0.40	0.56
KN811372.1	4743164	0.47	0.70	0.11	0.96	1.00	1.00	0.60
KN811374.1	843386	0.64	0.21	0.87	1.00	0.69	0.95	0.59
KN811374.1	843418	0.89	0.93	0.79	0.82	0.82	0.52	0.65
KN811374.1	843420	0.93	0.28	0.86	1.00	0.64	0.56	0.81
KN811374.1	843425	0.93	0.34	0.79	0.90	0.55	0.97	0.85
KN811376.1	176970	0.91	0.97	0.88	1.00	0.92	0.94	0.95
KN811376.1	176978	0.95	1.00	1.00	0.79	0.83	0.97	0.96
KN811376.1	176984	0.88	0.82	0.95	0.78	0.67	0.82	0.93
KN811378.1	267774	0.38	0.20	0.14	0.27	0.42	0.32	0.33
KN811379.1	119921	0.93	1.00	0.94	0.46	0.86	0.61	0.93
KN811379.1	1369879	0.46	0.55	0.80	0.26	0.34	0.37	0.97
KN811381.1	1482747	0.83	0.75	0.41	0.30	0.33	0.84	1.00
KN811382.1	169994	0.87	0.89	0.70	0.56	0.55	0.75	0.79
KN811382.1	170004	0.83	0.78	0.49	0.56	0.54	0.64	0.79
KN811383.1	366238	0.81	0.67	0.80	0.83	0.80	0.98	0.89
KN811383.1	366258	0.88	0.80	0.93	0.94	0.80	0.67	0.79
KN811383.1	366268	0.82	0.40	0.69	0.94	0.70	0.92	0.68
KN811383.1	1555267	0.68	0.57	1.00	0.88	0.97	0.88	0.93
KN811383.1	1555286	0.64	0.79	1.00	0.83	1.00	0.88	0.62
KN811383.1	1555299	0.52	0.93	1.00	0.88	0.91	0.94	0.69
KN811383.1	1555306	0.60	0.93	1.00	0.71	0.97	0.94	0.92
KN811384.1	1003860	0.17	0.33	0.13	0.77	0.82	0.44	0.54
KN811384.1	1091018	0.51	0.46	0.23	0.22	0.24	0.38	0.71
KN811384.1	1091020	0.13	0.11	0.23	0.23	0.25	0.38	0.29
KN811386.1	1687633	0.59	0.42	0.24	0.87	0.54	0.49	0.45
KN811386.1	1687657	0.73	0.64	0.53	0.70	0.85	0.89	0.41
KN811388.1	180944	0.81	0.36	0.92	0.88	0.93	0.80	0.71
KN811388.1	573180	0.92	0.75	1.00	0.98	0.68	0.91	0.97
KN811388.1	573188	0.70	0.73	1.00	0.71	0.81	0.76	0.69
KN811388.1	573305	0.64	0.36	0.31	0.65	0.73	0.86	0.88
KN811388.1	573337	0.63	0.34	0.31	0.45	0.58	0.88	0.94
KN811388.1	573339	0.74	0.36	0.31	0.40	0.76	0.90	0.94
KN811388.1	573344	0.70	0.36	0.31	0.45	0.75	0.90	0.94
KN811388.1	573350	0.52	0.36	0.31	0.40	0.76	0.92	0.94
KN811388.1	1025531	0.87	0.83	0.90	0.84	0.90	0.87	0.84
KN811388.1	1025536	0.86	0.93	1.00	0.89	0.77	0.87	0.89
KN811388.1	1025570	1.00	1.00	1.00	1.00	0.93	0.93	0.98
KN811388.1	1025656	0.68	0.59	0.75	0.47	0.46	0.66	0.77
KN811389.1	637728	0.70	1.00	0.91	1.00	0.56	0.86	0.90
KN811390.1	911281	0.85	1.00	0.76	0.80	0.95	0.96	0.96
KN811390.1	1237927	0.77	0.88	1.00	0.52	0.52	0.81	0.83
KN811390.1	1383441	1.00	1.00	1.00	1.00	1.00	1.00	1.00
KN811390.1	1472096	0.14	0.33	0.30	0.57	0.79	0.38	0.39
KN811392.1	757459	0.92	0.92	1.00	0.93	0.61	0.89	0.92
KN811392.1	757462	0.89	0.62	0.75	0.93	0.68	0.85	0.85
KN811392.1	863327	0.90	0.88	1.00	0.70	0.90	0.83	0.97
