chr	pos	N_5-N1	N_5-N2	N_5-N3	S_5-S3	S_5-S4	S_5-S2	S_5-S1
KN811372.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811372.1:1:4897111:1 REF	3759126	0.95	1.00	1.00	1.00	1.00	1.00	1.00
KN811372.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811372.1:1:4897111:1 REF	3759132	1.00	1.00	1.00	1.00	1.00	1.00	1.00
KN811372.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811372.1:1:4897111:1 REF	3759134	1.00	1.00	1.00	1.00	1.00	1.00	1.00
KN811372.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811372.1:1:4897111:1 REF	3759143	1.00	0.93	0.76	1.00	0.94	0.67	1.00
KN811372.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811372.1:1:4897111:1 REF	3859949	0.62	0.96	0.68	0.72	0.79	0.93	0.81
KN811372.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811372.1:1:4897111:1 REF	3859981	0.88	0.70	0.76	0.81	0.84	0.77	0.84
KN811372.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811372.1:1:4897111:1 REF	3859983	0.83	0.93	0.82	0.74	0.94	0.77	1.00
KN811372.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811372.1:1:4897111:1 REF	3859988	0.96	0.93	0.82	0.85	0.91	0.77	0.94
KN811372.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811372.1:1:4897111:1 REF	4605174	0.67	0.72	0.56	0.38	0.88	0.52	0.50
KN811372.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811372.1:1:4897111:1 REF	4605190	0.73	0.90	1.00	0.46	0.93	0.45	0.45
KN811372.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811372.1:1:4897111:1 REF	4605219	0.67	0.81	0.98	0.50	0.66	0.57	1.00
KN811373.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811373.1:1:1919064:1 REF	1330529	1.00	1.00	0.73	1.00	1.00	1.00	1.00
KN811374.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811374.1:1:1908045:1 REF	258115	0.83	0.82	0.86	0.89	0.85	0.92	0.87
KN811374.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811374.1:1:1908045:1 REF	258171	0.95	0.90	1.00	0.91	0.94	0.86	0.92
KN811374.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811374.1:1:1908045:1 REF	843300	0.55	0.85	0.77	0.88	0.27	0.82	0.86
KN811374.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811374.1:1:1908045:1 REF	843386	0.58	0.88	0.71	0.81	0.89	0.93	0.77
KN811374.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811374.1:1:1908045:1 REF	843418	0.82	0.38	0.81	0.88	0.91	0.79	0.91
KN811374.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811374.1:1:1908045:1 REF	843420	0.73	0.90	0.88	0.88	0.79	0.79	1.00
KN811374.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811374.1:1:1908045:1 REF	843425	0.95	0.90	0.94	0.77	0.91	0.79	0.93
KN811374.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811374.1:1:1908045:1 REF	1415775	0.86	0.95	0.97	0.93	0.96	0.65	0.44
KN811374.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811374.1:1:1908045:1 REF	1415780	0.85	0.34	1.00	0.93	0.96	0.15	0.62
KN811374.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811374.1:1:1908045:1 REF	1859469	0.96	1.00	1.00	0.81	0.92	1.00	0.82
KN811374.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811374.1:1:1908045:1 REF	1859479	1.00	1.00	0.79	1.00	0.84	1.00	0.76
KN811374.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811374.1:1:1908045:1 REF	1859508	0.70	0.77	0.57	0.67	0.57	0.60	0.57
KN811375.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811375.1:1:1916407:1 REF	458421	0.98	0.97	0.97	1.00	1.00	1.00	1.00
KN811375.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811375.1:1:1916407:1 REF	878376	0.93	0.71	0.32	1.00	0.97	0.14	0.88
KN811376.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811376.1:1:1900904:1 REF	176814	0.50	0.82	0.96	0.85	1.00	0.79	0.26
KN811376.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811376.1:1:1900904:1 REF	176819	0.96	0.89	0.98	0.97	0.96	0.79	0.36
KN811376.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811376.1:1:1900904:1 REF	176821	0.94	0.95	1.00	0.92	0.96	0.78	0.97
KN811377.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811377.1:1:1910854:1 REF	1477687	0.75	0.74	0.85	0.79	0.67	0.73	0.61
KN811377.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811377.1:1:1910854:1 REF	1477688	0.50	0.88	0.51	0.76	0.89	0.50	0.33
KN811377.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811377.1:1:1910854:1 REF	1497191	0.49	0.97	0.27	0.96	0.98	0.99	1.00
KN811377.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811377.1:1:1910854:1 REF	1497201	0.93	0.19	0.27	0.99	0.93	0.97	1.00
KN811377.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811377.1:1:1910854:1 REF	1497206	0.98	0.89	0.97	0.99	0.93	0.97	0.69
KN811377.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811377.1:1:1910854:1 REF	1673373	0.24	0.10	0.27	0.30	0.59	0.67	0.45
KN811377.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811377.1:1:1910854:1 REF	1694560	1.00	1.00	0.83	1.00	0.59	0.50	1.00
KN811377.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811377.1:1:1910854:1 REF	1694572	1.00	1.00	0.85	1.00	1.00	1.00	1.00
KN811378.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811378.1:1:1871812:1 REF	78485	0.72	0.74	0.88	0.59	0.65	0.78	0.95
KN811378.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811378.1:1:1871812:1 REF	234625	0.97	0.80	0.98	0.40	0.48	0.50	0.87
KN811378.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811378.1:1:1871812:1 REF	267774	0.48	0.33	0.60	0.18	0.25	0.10	0.64
KN811378.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811378.1:1:1871812:1 REF	358719	0.66	0.78	0.87	0.46	0.88	0.48	0.45
KN811378.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811378.1:1:1871812:1 REF	358735	0.75	0.92	1.00	0.54	0.93	0.48	0.40
KN811378.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811378.1:1:1871812:1 REF	358764	0.68	0.85	0.97	0.45	0.67	0.59	1.00
KN811378.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811378.1:1:1871812:1 REF	481908	0.28	0.73	0.61	1.00	0.80	0.72	1.00
KN811379.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811379.1:1:1913468:1 REF	68028	0.76	0.78	0.91	0.38	0.88	0.52	0.50
KN811379.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811379.1:1:1913468:1 REF	68044	0.80	0.92	1.00	0.46	0.93	0.45	0.45
KN811379.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811379.1:1:1913468:1 REF	68073	0.76	0.85	0.98	0.50	0.66	0.57	1.00
KN811379.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811379.1:1:1913468:1 REF	1446385	0.77	0.88	0.93	0.92	0.71	0.97	0.71
KN811379.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811379.1:1:1913468:1 REF	1446546	0.95	0.85	0.96	0.92	0.98	0.83	1.00
KN811380.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811380.1:1:1867821:1 REF	312273	0.42	0.36	0.24	0.36	0.28	0.22	0.42
KN811380.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811380.1:1:1867821:1 REF	438444	0.98	0.92	0.64	0.93	0.92	0.98	0.92
KN811380.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811380.1:1:1867821:1 REF	522784	0.94	0.59	0.95	0.93	0.93	0.80	1.00
KN811381.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811381.1:1:1871424:1 REF	1305907	0.25	0.18	0.26	0.32	0.50	0.25	0.60
KN811381.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811381.1:1:1871424:1 REF	1306078	0.73	0.60	0.84	0.95	0.92	0.95	0.87
KN811382.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811382.1:1:1828195:1 REF	362557	0.94	0.86	1.00	0.89	0.98	1.00	0.73
KN811383.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811383.1:1:1884223:1 REF	513226	0.62	0.87	0.92	0.18	0.36	0.48	0.83
KN811383.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811383.1:1:1884223:1 REF	672669	0.90	0.81	0.98	1.00	0.98	1.00	1.00
KN811383.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811383.1:1:1884223:1 REF	842196	0.62	0.99	1.00	1.00	1.00	1.00	1.00
KN811383.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811383.1:1:1884223:1 REF	842198	0.62	1.00	1.00	1.00	1.00	1.00	1.00
KN811383.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811383.1:1:1884223:1 REF	842200	0.62	1.00	1.00	0.56	1.00	1.00	0.99
KN811383.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811383.1:1:1884223:1 REF	843866	1.00	0.90	1.00	0.72	0.50	1.00	1.00
KN811383.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811383.1:1:1884223:1 REF	843894	1.00	1.00	1.00	1.00	0.64	0.71	1.00
KN811383.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811383.1:1:1884223:1 REF	846916	0.40	1.00	1.00	1.00	0.57	1.00	0.91
KN811383.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811383.1:1:1884223:1 REF	1535382	0.84	0.65	0.90	0.76	0.86	0.88	1.00
KN811383.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811383.1:1:1884223:1 REF	1555267	0.82	0.67	0.77	1.00	0.93	0.97	1.00
KN811384.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811384.1:1:1786201:1 REF	364023	0.48	0.98	0.97	0.95	1.00	1.00	1.00
KN811384.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811384.1:1:1786201:1 REF	364031	0.50	0.75	0.86	0.93	0.98	1.00	0.88
KN811384.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811384.1:1:1786201:1 REF	1475943	0.64	0.84	0.67	0.62	0.87	0.86	0.24
KN811386.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811386.1:1:1829311:1 REF	125424	0.78	0.84	0.94	0.83	0.93	0.91	0.79
KN811386.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811386.1:1:1829311:1 REF	1384457	0.51	1.00	1.00	0.99	1.00	1.00	0.81
KN811386.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811386.1:1:1829311:1 REF	1384462	0.99	0.98	0.59	1.00	1.00	1.00	1.00
KN811386.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811386.1:1:1829311:1 REF	1687633	0.56	0.41	0.65	0.75	0.71	0.64	0.32
KN811386.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811386.1:1:1829311:1 REF	1687657	0.85	0.77	0.80	0.85	0.74	0.92	0.95
KN811387.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811387.1:1:1759816:1 REF	146808	1.00	1.00	0.62	1.00	0.80	0.88	1.00
KN811387.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811387.1:1:1759816:1 REF	195700	0.97	1.00	0.95	1.00	0.51	1.00	1.00
KN811387.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811387.1:1:1759816:1 REF	195702	1.00	1.00	0.97	0.66	0.53	1.00	1.00
KN811388.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811388.1:1:1841774:1 REF	180938	0.93	0.83	0.95	0.80	0.85	0.70	0.98
KN811388.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811388.1:1:1841774:1 REF	180944	0.96	0.76	0.88	0.81	0.85	0.65	0.17
KN811388.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811388.1:1:1841774:1 REF	180949	0.66	0.76	0.92	0.82	0.81	0.43	0.98
KN811388.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811388.1:1:1841774:1 REF	573180	0.93	0.85	0.89	0.83	0.79	0.98	0.94
KN811388.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811388.1:1:1841774:1 REF	573188	0.67	0.70	0.64	0.75	0.45	0.82	0.69
KN811388.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811388.1:1:1841774:1 REF	573240	0.72	0.34	0.64	0.33	0.64	0.37	0.90
KN811388.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811388.1:1:1841774:1 REF	573305	0.95	0.80	0.97	0.91	0.80	0.60	0.93
KN811388.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811388.1:1:1841774:1 REF	573337	0.79	0.80	0.97	0.81	0.66	0.60	0.87
KN811388.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811388.1:1:1841774:1 REF	573339	0.93	0.60	0.84	0.90	0.70	0.56	1.00
KN811388.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811388.1:1:1841774:1 REF	573344	0.89	0.73	1.00	0.90	0.72	0.60	1.00
KN811388.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811388.1:1:1841774:1 REF	573350	0.98	0.69	0.90	0.95	0.77	0.58	0.75
KN811389.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811389.1:1:1816976:1 REF	637728	0.67	0.75	0.94	0.53	0.50	0.78	1.00
KN811391.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811391.1:1:1825443:1 REF	584295	0.85	0.70	0.92	1.00	0.99	0.93	1.00
KN811392.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811392.1:1:1797619:1 REF	112865	0.76	0.57	0.83	0.96	0.95	0.73	0.76
KN811392.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811392.1:1:1797619:1 REF	112895	0.69	0.44	0.30	0.89	0.92	0.43	0.54
KN811392.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811392.1:1:1797619:1 REF	757459	0.97	0.98	0.92	0.96	0.82	0.54	0.95
KN811392.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811392.1:1:1797619:1 REF	757462	0.99	0.95	0.91	0.98	0.55	0.97	1.00
KN811392.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811392.1:1:1797619:1 REF	757549	1.00	0.97	0.80	1.00	1.00	1.00	0.94
KN811392.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811392.1:1:1797619:1 REF	1478164	0.59	0.48	0.18	0.22	0.15	0.11	0.88
KN811393.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811393.1:1:1760987:1 REF	506352	0.98	0.95	0.93	0.99	0.98	0.97	1.00
KN811393.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811393.1:1:1760987:1 REF	506367	0.88	0.90	0.93	1.00	1.00	0.97	1.00
KN811393.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811393.1:1:1760987:1 REF	506374	0.92	0.95	0.95	1.00	1.00	0.97	0.10
KN811393.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811393.1:1:1760987:1 REF	506381	0.89	1.00	0.14	1.00	0.51	0.99	0.97
KN811393.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811393.1:1:1760987:1 REF	749080	0.85	0.95	0.91	0.84	0.97	0.91	0.79
KN811394.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811394.1:1:1748698:1 REF	570775	0.84	0.87	0.73	1.00	0.89	0.92	0.97
KN811394.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811394.1:1:1748698:1 REF	1190474	1.00	0.70	1.00	1.00	1.00	0.35	0.99
KN811395.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811395.1:1:1805758:1 REF	600591	0.67	0.75	0.95	0.60	0.64	0.78	1.00
KN811395.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811395.1:1:1805758:1 REF	1139971	0.68	0.75	0.94	0.58	0.64	0.78	1.00
KN811395.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811395.1:1:1805758:1 REF	1619247	0.95	0.81	0.97	0.93	0.80	0.93	1.00
KN811395.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811395.1:1:1805758:1 REF	1619248	1.00	0.77	0.30	0.91	0.97	0.88	0.81
KN811395.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811395.1:1:1805758:1 REF	1700027	0.68	0.75	0.94	0.56	0.64	0.80	1.00
KN811397.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811397.1:1:1696083:1 REF	568984	1.00	1.00	0.83	1.00	1.00	0.47	1.00
KN811397.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811397.1:1:1696083:1 REF	568996	0.45	0.73	0.52	0.86	0.51	0.62	0.45
KN811398.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811398.1:1:1678547:1 REF	142762	0.94	0.88	0.78	0.63	0.90	0.78	0.86
KN811398.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811398.1:1:1678547:1 REF	142783	0.94	0.87	0.88	0.92	1.00	0.96	0.92
KN811398.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811398.1:1:1678547:1 REF	142835	0.89	0.93	0.83	0.90	0.70	1.00	0.45
KN811398.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811398.1:1:1678547:1 REF	142838	1.00	0.92	0.89	0.95	0.83	0.80	0.83
KN811398.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811398.1:1:1678547:1 REF	142851	0.91	0.94	0.94	0.86	0.92	0.87	0.92
KN811399.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811399.1:1:1717631:1 REF	975346	0.69	0.90	0.66	0.83	0.76	0.56	0.89
KN811399.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811399.1:1:1717631:1 REF	1059251	0.79	0.86	0.97	0.57	0.83	0.64	0.43
KN811400.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811400.1:1:1804387:1 REF	82516	0.71	0.64	0.88	0.61	0.81	0.66	0.71
KN811400.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811400.1:1:1804387:1 REF	82566	0.91	0.84	0.91	0.82	0.90	0.87	0.89
KN811400.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811400.1:1:1804387:1 REF	82598	0.95	0.84	0.88	0.80	0.88	0.73	0.91
KN811400.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811400.1:1:1804387:1 REF	82600	0.95	0.77	0.85	0.82	0.87	0.77	0.98
KN811400.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811400.1:1:1804387:1 REF	82605	0.95	0.84	0.97	0.85	0.92	0.77	0.98
KN811400.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811400.1:1:1804387:1 REF	82611	1.00	0.90	0.94	0.90	1.00	0.81	0.65
KN811400.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811400.1:1:1804387:1 REF	380615	0.38	0.22	1.00	1.00	1.00	0.98	0.75
KN811400.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811400.1:1:1804387:1 REF	380623	0.90	0.60	0.93	1.00	0.97	1.00	1.00
KN811400.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811400.1:1:1804387:1 REF	464522	0.80	0.87	0.60	0.67	0.64	0.64	1.00
KN811400.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811400.1:1:1804387:1 REF	464527	0.84	0.87	0.78	0.48	0.79	0.82	1.00
KN811400.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811400.1:1:1804387:1 REF	1545349	0.66	0.78	0.87	0.42	0.88	0.54	0.42
KN811400.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811400.1:1:1804387:1 REF	1545365	0.76	0.92	1.00	0.50	0.93	0.47	0.38
KN811400.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811400.1:1:1804387:1 REF	1545394	0.69	0.85	0.97	0.46	0.66	0.58	1.00
KN811401.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811401.1:1:1713454:1 REF	626823	0.94	0.90	0.75	0.94	0.85	0.31	0.74
KN811401.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811401.1:1:1713454:1 REF	626855	0.96	0.91	0.96	0.98	0.98	0.65	0.78
KN811401.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811401.1:1:1713454:1 REF	626857	1.00	0.70	0.94	1.00	0.85	0.74	0.85
KN811401.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811401.1:1:1713454:1 REF	626862	0.94	0.93	0.92	0.65	0.87	0.72	0.82
KN811402.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811402.1:1:1651507:1 REF	440979	1.00	0.33	0.48	0.82	0.85	1.00	1.00
KN811403.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811403.1:1:1702164:1 REF	1358242	0.36	0.44	0.22	0.46	0.85	0.89	0.80
KN811405.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811405.1:1:5058772:1 REF	1328708	0.64	0.45	0.50	0.81	0.82	0.83	1.00
KN811405.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811405.1:1:5058772:1 REF	1328722	0.84	0.60	0.82	0.84	0.72	1.00	1.00
KN811405.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811405.1:1:5058772:1 REF	1328741	0.76	0.53	0.86	0.91	0.99	0.92	1.00
KN811405.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811405.1:1:5058772:1 REF	1328747	0.79	0.58	0.86	0.86	0.98	0.78	1.00
KN811405.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811405.1:1:5058772:1 REF	1374938	0.80	0.89	0.45	0.73	0.81	0.62	0.91
KN811405.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811405.1:1:5058772:1 REF	1374943	0.85	0.78	0.90	0.86	0.97	0.71	1.00
KN811405.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811405.1:1:5058772:1 REF	1374953	0.85	0.84	0.43	0.67	0.79	0.70	0.94
KN811405.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811405.1:1:5058772:1 REF	1985326	0.63	0.94	0.93	0.52	0.81	0.96	0.98
KN811405.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811405.1:1:5058772:1 REF	1985356	0.99	0.53	0.93	0.82	1.00	0.96	1.00
KN811405.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811405.1:1:5058772:1 REF	2078118	0.67	0.76	0.66	0.88	0.33	0.71	0.15
KN811405.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811405.1:1:5058772:1 REF	2843003	0.97	0.90	1.00	0.69	0.94	0.75	1.00
KN811405.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811405.1:1:5058772:1 REF	2988250	0.95	0.66	0.64	0.86	1.00	1.00	1.00
KN811405.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811405.1:1:5058772:1 REF	2988264	0.47	0.74	0.53	0.74	0.75	0.97	0.68
KN811405.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811405.1:1:5058772:1 REF	2988270	1.00	0.71	0.47	0.76	0.86	0.97	0.39
KN811405.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811405.1:1:5058772:1 REF	2988277	0.95	0.81	0.60	0.83	0.67	0.97	0.68
KN811405.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811405.1:1:5058772:1 REF	4624938	1.00	0.86	1.00	0.95	0.95	0.98	1.00
KN811405.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811405.1:1:5058772:1 REF	4624947	0.68	0.66	1.00	0.97	0.50	0.89	1.00
